Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,scouting_report
859,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,26.0,1998.0,30,26,2402,26.7,1,1,2,1,0,0,5,0,1.2,1.2,2.1,3.3,59,132,112,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.12,0.04,0.12,Scouting Report for Pervis Estupiñán. Team: Brighton. Position: DF. Age: 26.0. Nation: ec ECU. Matches Played: 30. Minutes: 2402. Goals: 1. Assists: 1. Non-Penalty xG (npxG): 1.2. Expected Assists (xAG): 2.1. Progressive Carries: 59. Progressive Passes: 132. 
862,Evanilson,br BRA,FW,Bournemouth,eng Premier League,24.0,1999.0,31,28,2319,25.8,10,1,11,10,0,1,1,1,12.5,11.7,1.9,13.6,29,28,99,0.39,0.04,0.43,0.39,0.43,0.48,0.07,0.56,0.45,0.53,Scouting Report for Evanilson. Team: Bournemouth. Position: FW. Age: 24.0. Nation: br BRA. Matches Played: 31. Minutes: 2319. Goals: 10. Assists: 1. Non-Penalty xG (npxG): 11.7. Expected Assists (xAG): 1.9. Progressive Carries: 29. Progressive Passes: 28. 
864,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,36.0,1988.0,7,3,315,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,10,3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Scouting Report for Jonny Evans. Team: Manchester Utd. Position: DF. Age: 36.0. Nation: nir NIR. Matches Played: 7. Minutes: 315. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.1. Expected Assists (xAG): 0.0. Progressive Carries: 3. Progressive Passes: 10. 
865,Edu Expósito,es ESP,MF,Espanyol,es La Liga,27.0,1996.0,19,12,1045,11.6,0,2,2,0,0,0,3,0,1.0,1.0,3.2,4.2,23,64,41,0.0,0.17,0.17,0.0,0.17,0.09,0.27,0.36,0.09,0.36,Scouting Report for Edu Expósito. Team: Espanyol. Position: MF. Age: 27.0. Nation: es ESP. Matches Played: 19. Minutes: 1045. Goals: 0. Assists: 2. Non-Penalty xG (npxG): 1.0. Expected Assists (xAG): 3.2. Progressive Carries: 23. Progressive Passes: 64. 
866,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,26.0,1998.0,34,31,2588,28.8,8,8,16,7,1,2,1,0,10.4,8.9,6.2,15.1,68,97,153,0.28,0.28,0.56,0.24,0.52,0.36,0.22,0.58,0.31,0.52,"Scouting Report for Eberechi Eze. Team: Crystal Palace. Position: MF,FW. Age: 26.0. Nation: eng ENG. Matches Played: 34. Minutes: 2588. Goals: 8. Assists: 8. Non-Penalty xG (npxG): 8.9. Expected Assists (xAG): 6.2. Progressive Carries: 68. Progressive Passes: 97. "
867,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,es La Liga,22.0,2001.0,32,23,1984,22.0,2,2,4,2,0,1,2,0,8.0,7.2,2.0,9.3,117,68,215,0.09,0.09,0.18,0.09,0.18,0.36,0.09,0.46,0.33,0.42,"Scouting Report for Abde Ezzalzouli. Team: Betis. Position: FW,MF. Age: 22.0. Nation: ma MAR. Matches Played: 32. Minutes: 1984. Goals: 2. Assists: 2. Non-Penalty xG (npxG): 7.2. Expected Assists (xAG): 2.0. Progressive Carries: 117. Progressive Passes: 68. "
868,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,21.0,2003.0,30,9,1023,11.4,3,1,4,3,0,0,2,0,2.3,2.3,1.3,3.7,14,17,43,0.26,0.09,0.35,0.26,0.35,0.21,0.12,0.32,0.21,0.32,Scouting Report for Giovanni Fabbian. Team: Bologna. Position: MF. Age: 21.0. Nation: it ITA. Matches Played: 30. Minutes: 1023. Goals: 3. Assists: 1. Non-Penalty xG (npxG): 2.3. Expected Assists (xAG): 1.3. Progressive Carries: 14. Progressive Passes: 17. 
869,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,39.0,1985.0,14,13,1160,12.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scouting Report for Łukasz Fabiański. Team: West Ham. Position: GK. Age: 39.0. Nation: pl POL. Matches Played: 14. Minutes: 1160. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 0. Progressive Passes: 0. 
870,Alieu Fadera,gm GAM,"FW,DF",Como,it Serie A,22.0,2001.0,28,20,1644,18.3,1,3,4,1,0,0,2,1,1.7,1.7,4.0,5.7,74,36,160,0.05,0.16,0.22,0.05,0.22,0.09,0.22,0.31,0.09,0.31,"Scouting Report for Alieu Fadera. Team: Como. Position: FW,DF. Age: 22.0. Nation: gm GAM. Matches Played: 28. Minutes: 1644. Goals: 1. Assists: 3. Non-Penalty xG (npxG): 1.7. Expected Assists (xAG): 4.0. Progressive Carries: 74. Progressive Passes: 36. "
871,Wout Faes,be BEL,DF,Leicester City,eng Premier League,26.0,1998.0,34,30,2815,31.3,1,0,1,1,0,0,4,0,1.5,1.5,0.1,1.6,12,86,1,0.03,0.0,0.03,0.03,0.03,0.05,0.0,0.05,0.05,0.05,Scouting Report for Wout Faes. Team: Leicester City. Position: DF. Age: 26.0. Nation: be BEL. Matches Played: 34. Minutes: 2815. Goals: 1. Assists: 0. Non-Penalty xG (npxG): 1.5. Expected Assists (xAG): 0.1. Progressive Carries: 12. Progressive Passes: 86. 
872,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,23.0,2001.0,15,10,962,10.7,1,2,3,1,0,0,0,0,0.5,0.5,3.0,3.5,15,50,19,0.09,0.19,0.28,0.09,0.28,0.05,0.28,0.32,0.05,0.32,Scouting Report for Nicolò Fagioli. Team: Fiorentina. Position: MF. Age: 23.0. Nation: it ITA. Matches Played: 15. Minutes: 962. Goals: 1. Assists: 2. Non-Penalty xG (npxG): 0.5. Expected Assists (xAG): 3.0. Progressive Carries: 15. Progressive Passes: 50. 
873,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,23.0,2001.0,17,5,571,6.3,0,0,0,0,0,0,4,0,0.6,0.6,0.1,0.7,19,41,18,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11,Scouting Report for Nicolò Fagioli. Team: Juventus. Position: MF. Age: 23.0. Nation: it ITA. Matches Played: 17. Minutes: 571. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.6. Expected Assists (xAG): 0.1. Progressive Carries: 19. Progressive Passes: 41. 
874,Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,26.0,1998.0,20,10,899,10.0,3,2,5,2,1,1,2,0,2.6,1.8,1.9,3.7,24,44,49,0.3,0.2,0.5,0.2,0.4,0.26,0.19,0.45,0.18,0.37,"Scouting Report for Romain Faivre. Team: Brest. Position: MF,FW. Age: 26.0. Nation: fr FRA. Matches Played: 20. Minutes: 899. Goals: 3. Assists: 2. Non-Penalty xG (npxG): 1.8. Expected Assists (xAG): 1.9. Progressive Carries: 24. Progressive Passes: 44. "
875,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,29.0,1995.0,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scouting Report for Wladimiro Falcone. Team: Lecce. Position: GK. Age: 29.0. Nation: it ITA. Matches Played: 38. Minutes: 3420. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 0. Progressive Passes: 0. 
876,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,32.0,1991.0,8,3,260,2.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,3,13,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,Scouting Report for Davide Faraoni. Team: Hellas Verona. Position: DF. Age: 32.0. Nation: it ITA. Matches Played: 8. Minutes: 260. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.2. Expected Assists (xAG): 0.1. Progressive Carries: 2. Progressive Passes: 3. 
877,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,eng Premier League,20.0,2004.0,11,6,579,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2.0,42,17,60,0.0,0.31,0.31,0.0,0.31,0.06,0.24,0.31,0.06,0.31,Scouting Report for Abdul Fatawu Issahaku. Team: Leicester City. Position: FW. Age: 20.0. Nation: gh GHA. Matches Played: 11. Minutes: 579. Goals: 0. Assists: 2. Non-Penalty xG (npxG): 0.4. Expected Assists (xAG): 1.6. Progressive Carries: 42. Progressive Passes: 17. 
878,Ansu Fati,es ESP,FW,Barcelona,es La Liga,21.0,2002.0,6,3,233,2.6,0,0,0,0,0,0,1,0,1.0,1.0,0.2,1.1,7,6,32,0.0,0.0,0.0,0.0,0.0,0.38,0.06,0.44,0.38,0.44,Scouting Report for Ansu Fati. Team: Barcelona. Position: FW. Age: 21.0. Nation: es ESP. Matches Played: 6. Minutes: 233. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 1.0. Expected Assists (xAG): 0.2. Progressive Carries: 7. Progressive Passes: 6. 
879,Khalil Fayad,fr FRA,"MF,FW",Montpellier,fr Ligue 1,20.0,2004.0,20,10,1028,11.4,0,0,0,0,0,0,5,0,1.3,1.3,0.3,1.5,25,50,42,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13,"Scouting Report for Khalil Fayad. Team: Montpellier. Position: MF,FW. Age: 20.0. Nation: fr FRA. Matches Played: 20. Minutes: 1028. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 1.3. Expected Assists (xAG): 0.3. Progressive Carries: 25. Progressive Passes: 50. "
880,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,21.0,2003.0,20,16,1383,15.4,4,1,5,4,0,0,1,1,3.1,3.1,0.5,3.6,34,49,88,0.26,0.07,0.33,0.26,0.33,0.2,0.03,0.23,0.2,0.23,Scouting Report for Jacopo Fazzini. Team: Empoli. Position: MF. Age: 21.0. Nation: it ITA. Matches Played: 20. Minutes: 1383. Goals: 4. Assists: 1. Non-Penalty xG (npxG): 3.1. Expected Assists (xAG): 0.5. Progressive Carries: 34. Progressive Passes: 49. 
881,Nabil Fekir,fr FRA,MF,Betis,es La Liga,31.0,1993.0,2,2,180,2.0,0,1,1,0,0,0,0,0,0.7,0.7,0.5,1.2,9,10,18,0.0,0.5,0.5,0.0,0.5,0.34,0.26,0.61,0.34,0.61,Scouting Report for Nabil Fekir. Team: Betis. Position: MF. Age: 31.0. Nation: fr FRA. Matches Played: 2. Minutes: 180. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 0.7. Expected Assists (xAG): 0.5. Progressive Carries: 9. Progressive Passes: 10. 
882,Mattia Felici,it ITA,"MF,FW",Cagliari,it Serie A,23.0,2001.0,20,9,925,10.3,0,3,3,0,0,0,1,0,0.6,0.6,1.0,1.6,39,19,75,0.0,0.29,0.29,0.0,0.29,0.06,0.1,0.16,0.06,0.16,"Scouting Report for Mattia Felici. Team: Cagliari. Position: MF,FW. Age: 23.0. Nation: it ITA. Matches Played: 20. Minutes: 925. Goals: 0. Assists: 3. Non-Penalty xG (npxG): 0.6. Expected Assists (xAG): 1.0. Progressive Carries: 39. Progressive Passes: 19. "
884,João Félix,pt POR,"FW,MF",Chelsea,eng Premier League,24.0,1999.0,12,3,369,4.1,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,21,26,30,0.24,0.24,0.49,0.24,0.49,0.54,0.23,0.78,0.54,0.78,"Scouting Report for João Félix. Team: Chelsea. Position: FW,MF. Age: 24.0. Nation: pt POR. Matches Played: 12. Minutes: 369. Goals: 1. Assists: 1. Non-Penalty xG (npxG): 2.2. Expected Assists (xAG): 1.0. Progressive Carries: 21. Progressive Passes: 26. "
885,João Félix,pt POR,MF,Milan,it Serie A,24.0,1999.0,15,8,760,8.4,2,0,2,2,0,0,3,0,2.7,2.7,1.2,3.8,20,40,56,0.24,0.0,0.24,0.24,0.24,0.32,0.14,0.46,0.32,0.46,Scouting Report for João Félix. Team: Milan. Position: MF. Age: 24.0. Nation: pt POR. Matches Played: 15. Minutes: 760. Goals: 2. Assists: 0. Non-Penalty xG (npxG): 2.7. Expected Assists (xAG): 1.2. Progressive Carries: 20. Progressive Passes: 40. 
887,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,33.0,1991.0,28,27,2227,24.7,0,1,1,0,0,0,7,0,0.4,0.4,1.3,1.7,52,112,44,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.07,0.01,0.07,Scouting Report for Kiko Femenía. Team: Villarreal. Position: DF. Age: 33.0. Nation: es ESP. Matches Played: 28. Minutes: 2227. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 0.4. Expected Assists (xAG): 1.3. Progressive Carries: 52. Progressive Passes: 112. 
889,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,19.0,2004.0,13,2,246,2.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1.0,2,1,9,0.37,0.0,0.37,0.37,0.37,0.2,0.15,0.35,0.2,0.35,Scouting Report for Evan Ferguson. Team: Brighton. Position: FW. Age: 19.0. Nation: ie IRL. Matches Played: 13. Minutes: 246. Goals: 1. Assists: 0. Non-Penalty xG (npxG): 0.5. Expected Assists (xAG): 0.4. Progressive Carries: 2. Progressive Passes: 1. 
890,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,24.0,1999.0,16,10,983,10.9,1,1,2,0,1,1,0,0,1.0,0.2,1.1,1.3,20,53,26,0.09,0.09,0.18,0.0,0.09,0.09,0.1,0.19,0.02,0.12,Scouting Report for Lewis Ferguson. Team: Bologna. Position: MF. Age: 24.0. Nation: sct SCO. Matches Played: 16. Minutes: 983. Goals: 1. Assists: 1. Non-Penalty xG (npxG): 0.2. Expected Assists (xAG): 1.1. Progressive Carries: 20. Progressive Passes: 53. 
891,Zinedine Ferhat,dz ALG,"FW,MF",Angers,fr Ligue 1,31.0,1993.0,24,8,849,9.4,2,0,2,2,0,0,1,0,1.4,1.4,2.4,3.7,16,40,64,0.21,0.0,0.21,0.21,0.21,0.14,0.25,0.4,0.14,0.4,"Scouting Report for Zinedine Ferhat. Team: Angers. Position: FW,MF. Age: 31.0. Nation: dz ALG. Matches Played: 24. Minutes: 849. Goals: 2. Assists: 0. Non-Penalty xG (npxG): 1.4. Expected Assists (xAG): 2.4. Progressive Carries: 16. Progressive Passes: 40. "
892,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,29.0,1994.0,36,35,3018,33.5,8,10,18,5,3,3,5,2,9.9,7.6,8.5,16.1,77,325,129,0.24,0.3,0.54,0.15,0.45,0.3,0.25,0.55,0.23,0.48,Scouting Report for Bruno Fernandes. Team: Manchester Utd. Position: MF. Age: 29.0. Nation: pt POR. Matches Played: 36. Minutes: 3018. Goals: 8. Assists: 10. Non-Penalty xG (npxG): 7.6. Expected Assists (xAG): 8.5. Progressive Carries: 77. Progressive Passes: 325. 
893,Edimilson Fernandes,ch SUI,"MF,DF",Brest,fr Ligue 1,28.0,1996.0,19,12,1105,12.3,0,1,1,0,0,0,1,0,0.4,0.4,0.6,1.0,7,40,3,0.0,0.08,0.08,0.0,0.08,0.03,0.05,0.08,0.03,0.08,"Scouting Report for Edimilson Fernandes. Team: Brest. Position: MF,DF. Age: 28.0. Nation: ch SUI. Matches Played: 19. Minutes: 1105. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 0.4. Expected Assists (xAG): 0.6. Progressive Carries: 7. Progressive Passes: 40. "
894,Mateus Fernandes,pt POR,MF,Southampton,eng Premier League,20.0,2004.0,36,34,2909,32.3,2,4,6,2,0,0,8,0,4.0,4.0,3.0,7.0,76,145,108,0.06,0.12,0.19,0.06,0.19,0.12,0.09,0.22,0.12,0.22,Scouting Report for Mateus Fernandes. Team: Southampton. Position: MF. Age: 20.0. Nation: pt POR. Matches Played: 36. Minutes: 2909. Goals: 2. Assists: 4. Non-Penalty xG (npxG): 4.0. Expected Assists (xAG): 3.0. Progressive Carries: 76. Progressive Passes: 145. 
896,Álvaro Fernández,es ESP,GK,Sevilla,es La Liga,26.0,1998.0,9,8,747,8.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Scouting Report for Álvaro Fernández. Team: Sevilla. Position: GK. Age: 26.0. Nation: es ESP. Matches Played: 9. Minutes: 747. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.1. Progressive Carries: 0. Progressive Passes: 0. 
897,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,23.0,2001.0,36,32,2947,32.7,6,7,13,6,0,0,8,0,6.1,6.1,6.8,12.9,60,212,126,0.18,0.21,0.4,0.18,0.4,0.19,0.21,0.39,0.19,0.39,Scouting Report for Enzo Fernández. Team: Chelsea. Position: MF. Age: 23.0. Nation: ar ARG. Matches Played: 36. Minutes: 2947. Goals: 6. Assists: 7. Non-Penalty xG (npxG): 6.1. Expected Assists (xAG): 6.8. Progressive Carries: 60. Progressive Passes: 212. 
899,Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,22.0,2002.0,19,18,1497,16.6,6,0,6,6,0,0,1,0,3.6,3.6,0.6,4.2,7,17,50,0.36,0.0,0.36,0.36,0.36,0.21,0.04,0.25,0.21,0.25,Scouting Report for Roberto Férnandez. Team: Espanyol. Position: FW. Age: 22.0. Nation: es ESP. Matches Played: 19. Minutes: 1497. Goals: 6. Assists: 0. Non-Penalty xG (npxG): 3.6. Expected Assists (xAG): 0.6. Progressive Carries: 7. Progressive Passes: 17. 
900,Valery Fernández,es ESP,"MF,FW",Mallorca,es La Liga,24.0,1999.0,18,1,309,3.4,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.9,2,5,14,0.58,0.0,0.58,0.58,0.58,0.24,0.01,0.25,0.24,0.25,"Scouting Report for Valery Fernández. Team: Mallorca. Position: MF,FW. Age: 24.0. Nation: es ESP. Matches Played: 18. Minutes: 309. Goals: 2. Assists: 0. Non-Penalty xG (npxG): 0.8. Expected Assists (xAG): 0.0. Progressive Carries: 2. Progressive Passes: 5. "
901,Matias Fernandez-Pardo,be BEL,"FW,MF",Lille,fr Ligue 1,19.0,2005.0,22,12,1065,11.8,4,2,6,4,0,0,4,0,2.9,2.9,2.8,5.7,46,26,85,0.34,0.17,0.51,0.34,0.51,0.24,0.24,0.48,0.24,0.48,"Scouting Report for Matias Fernandez-Pardo. Team: Lille. Position: FW,MF. Age: 19.0. Nation: be BEL. Matches Played: 22. Minutes: 1065. Goals: 4. Assists: 2. Non-Penalty xG (npxG): 2.9. Expected Assists (xAG): 2.8. Progressive Carries: 46. Progressive Passes: 26. "
902,André Ferreira,pt POR,GK,Valladolid,es La Liga,28.0,1996.0,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scouting Report for André Ferreira. Team: Valladolid. Position: GK. Age: 28.0. Nation: pt POR. Matches Played: 6. Minutes: 540. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 0. Progressive Passes: 0. 
903,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,32.0,1992.0,25,21,1773,19.7,0,2,2,0,0,0,6,1,0.4,0.4,0.9,1.3,19,137,42,0.0,0.1,0.1,0.0,0.1,0.02,0.05,0.07,0.02,0.07,Scouting Report for Jordan Ferri. Team: Montpellier. Position: MF. Age: 32.0. Nation: fr FRA. Matches Played: 25. Minutes: 1773. Goals: 0. Assists: 2. Non-Penalty xG (npxG): 0.4. Expected Assists (xAG): 0.9. Progressive Carries: 19. Progressive Passes: 137. 
904,Daniel Fila,cz CZE,FW,Venezia,it Serie A,21.0,2002.0,10,6,492,5.5,2,0,2,2,0,0,3,1,1.4,1.4,0.3,1.8,5,8,30,0.37,0.0,0.37,0.37,0.37,0.26,0.06,0.32,0.26,0.32,Scouting Report for Daniel Fila. Team: Venezia. Position: FW. Age: 21.0. Nation: cz CZE. Matches Played: 10. Minutes: 492. Goals: 2. Assists: 0. Non-Penalty xG (npxG): 1.4. Expected Assists (xAG): 0.3. Progressive Carries: 5. Progressive Passes: 8. 
906,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,23.0,2000.0,32,29,2297,25.5,1,0,1,1,0,0,7,0,0.3,0.3,0.5,0.8,51,110,89,0.04,0.0,0.04,0.04,0.04,0.01,0.02,0.03,0.01,0.03,Scouting Report for Kilian Fischer. Team: Wolfsburg. Position: DF. Age: 23.0. Nation: de GER. Matches Played: 32. Minutes: 2297. Goals: 1. Assists: 0. Non-Penalty xG (npxG): 0.3. Expected Assists (xAG): 0.5. Progressive Carries: 51. Progressive Passes: 110. 
907,Mark Flekken,nl NED,GK,Brentford,eng Premier League,31.0,1993.0,37,37,3275,36.4,0,2,2,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.0,0.05,0.05,0.0,0.05,0.0,0.01,0.01,0.0,0.01,Scouting Report for Mark Flekken. Team: Brentford. Position: GK. Age: 31.0. Nation: nl NED. Matches Played: 37. Minutes: 3275. Goals: 0. Assists: 2. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.5. Progressive Carries: 0. Progressive Passes: 0. 
910,Phil Foden,eng ENG,"MF,FW",Manchester City,eng Premier League,24.0,2000.0,28,20,1777,19.7,7,2,9,7,0,0,2,0,5.2,5.2,4.8,9.9,50,103,128,0.35,0.1,0.46,0.35,0.46,0.26,0.24,0.5,0.26,0.5,"Scouting Report for Phil Foden. Team: Manchester City. Position: MF,FW. Age: 24.0. Nation: eng ENG. Matches Played: 28. Minutes: 1777. Goals: 7. Assists: 2. Non-Penalty xG (npxG): 5.2. Expected Assists (xAG): 4.8. Progressive Carries: 50. Progressive Passes: 103. "
911,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,19.0,2005.0,29,16,1589,17.7,5,4,9,5,0,0,2,0,3.8,3.8,3.7,7.6,112,45,205,0.28,0.23,0.51,0.28,0.51,0.22,0.21,0.43,0.22,0.43,Scouting Report for Malick Fofana. Team: Lyon. Position: FW. Age: 19.0. Nation: be BEL. Matches Played: 29. Minutes: 1589. Goals: 5. Assists: 4. Non-Penalty xG (npxG): 3.8. Expected Assists (xAG): 3.7. Progressive Carries: 112. Progressive Passes: 45. 
913,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,29.0,1995.0,16,9,844,9.4,1,1,2,1,0,0,3,0,1.8,1.8,1.2,2.9,32,72,38,0.11,0.11,0.21,0.11,0.21,0.19,0.13,0.31,0.19,0.31,Scouting Report for Seko Fofana. Team: Rennes. Position: MF. Age: 29.0. Nation: ci CIV. Matches Played: 16. Minutes: 844. Goals: 1. Assists: 1. Non-Penalty xG (npxG): 1.8. Expected Assists (xAG): 1.2. Progressive Carries: 32. Progressive Passes: 72. 
914,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,23.0,2000.0,14,14,1172,13.0,0,0,0,0,0,0,7,0,0.4,0.4,0.4,0.8,19,32,4,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.06,Scouting Report for Wesley Fofana. Team: Chelsea. Position: DF. Age: 23.0. Nation: fr FRA. Matches Played: 14. Minutes: 1172. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.4. Expected Assists (xAG): 0.4. Progressive Carries: 19. Progressive Passes: 32. 
915,Yahia Fofana,ci CIV,GK,Angers,fr Ligue 1,23.0,2000.0,33,33,2970,33.0,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scouting Report for Yahia Fofana. Team: Angers. Position: GK. Age: 23.0. Nation: ci CIV. Matches Played: 33. Minutes: 2970. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.1. Progressive Carries: 0. Progressive Passes: 0. 
916,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,25.0,1999.0,35,29,2504,27.8,1,6,7,1,0,0,5,0,1.3,1.3,3.4,4.7,44,176,32,0.04,0.22,0.25,0.04,0.25,0.05,0.12,0.17,0.05,0.17,Scouting Report for Youssouf Fofana. Team: Milan. Position: MF. Age: 25.0. Nation: fr FRA. Matches Played: 35. Minutes: 2504. Goals: 1. Assists: 6. Non-Penalty xG (npxG): 1.3. Expected Assists (xAG): 3.4. Progressive Carries: 44. Progressive Passes: 176. 
917,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,28.0,1996.0,27,22,1832,20.4,0,1,1,0,0,0,3,0,0.3,0.3,1.3,1.6,36,59,50,0.0,0.05,0.05,0.0,0.05,0.01,0.06,0.08,0.01,0.08,Scouting Report for Jonas Föhrenbach. Team: Heidenheim. Position: DF. Age: 28.0. Nation: de GER. Matches Played: 27. Minutes: 1832. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 0.3. Expected Assists (xAG): 1.3. Progressive Carries: 36. Progressive Passes: 59. 
918,Michael Folorunsho,it ITA,"FW,MF",Fiorentina,it Serie A,26.0,1998.0,14,6,650,7.2,0,0,0,0,0,0,5,0,1.1,1.1,0.6,1.7,13,21,33,0.0,0.0,0.0,0.0,0.0,0.15,0.08,0.23,0.15,0.23,"Scouting Report for Michael Folorunsho. Team: Fiorentina. Position: FW,MF. Age: 26.0. Nation: it ITA. Matches Played: 14. Minutes: 650. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 1.1. Expected Assists (xAG): 0.6. Progressive Carries: 13. Progressive Passes: 21. "
920,Lamine Fomba,fr FRA,MF,Saint-Étienne,fr Ligue 1,26.0,1998.0,7,3,217,2.4,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,5,18,5,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.13,0.01,0.13,Scouting Report for Lamine Fomba. Team: Saint-Étienne. Position: MF. Age: 26.0. Nation: fr FRA. Matches Played: 7. Minutes: 217. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.3. Progressive Carries: 5. Progressive Passes: 18. 
921,Carlos Forbs,pt POR,"MF,FW",Wolves,eng Premier League,20.0,2004.0,10,1,239,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,10,8,28,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07,"Scouting Report for Carlos Forbs. Team: Wolves. Position: MF,FW. Age: 20.0. Nation: pt POR. Matches Played: 10. Minutes: 239. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.1. Expected Assists (xAG): 0.0. Progressive Carries: 10. Progressive Passes: 8. "
